author,comment,clean_comment,tokens,trigrams
@channelpakpuh528,dlu jaman jkw katanya dah bgun kilang...masih terngiang2...kata2..hilirisasi ya waktu bgun kilang itu...dan katanya freport 51% saham dah bisa direbut....😂😂😂😂 buktinya dagelan semua..taek ..taek...,dlu jaman jkw katanya dah bgun kilang...masih terngiang2...kata2..hilirisasi ya waktu bgun kilang itu...dan katanya freport 51% saham dah bisa direbut....😂😂😂😂 buktinya dagelan semua..taek ..taek...,"['dlu', 'jaman', 'jkw', 'katanya', 'dah', 'bgun', 'kilang', '...', 'masih', 'terngiang2', '...', 'kata2', '..', 'hilirisasi', 'ya', 'waktu', 'bgun', 'kilang', 'itu', '...', 'dan', 'katanya', 'freport', '51', '%', 'saham', 'dah', 'bisa', 'direbut', '....', '😂😂😂😂', 'buktinya', 'dagelan', 'semua', '..', 'taek', '..', 'taek', '...']","[('dlu', 'jaman', 'jkw'), ('jaman', 'jkw', 'katanya'), ('jkw', 'katanya', 'dah'), ('katanya', 'dah', 'bgun'), ('dah', 'bgun', 'kilang'), ('bgun', 'kilang', '...'), ('kilang', '...', 'masih'), ('...', 'masih', 'terngiang2'), ('masih', 'terngiang2', '...'), ('terngiang2', '...', 'kata2'), ('...', 'kata2', '..'), ('kata2', '..', 'hilirisasi'), ('..', 'hilirisasi', 'ya'), ('hilirisasi', 'ya', 'waktu'), ('ya', 'waktu', 'bgun'), ('waktu', 'bgun', 'kilang'), ('bgun', 'kilang', 'itu'), ('kilang', 'itu', '...'), ('itu', '...', 'dan'), ('...', 'dan', 'katanya'), ('dan', 'katanya', 'freport'), ('katanya', 'freport', '51'), ('freport', '51', '%'), ('51', '%', 'saham'), ('%', 'saham', 'dah'), ('saham', 'dah', 'bisa'), ('dah', 'bisa', 'direbut'), ('bisa', 'direbut', '....'), ('direbut', '....', '😂😂😂😂'), ('....', '😂😂😂😂', 'buktinya'), ('😂😂😂😂', 'buktinya', 'dagelan'), ('buktinya', 'dagelan', 'semua'), ('dagelan', 'semua', '..'), ('semua', '..', 'taek'), ('..', 'taek', '..'), ('taek', '..', 'taek'), ('..', 'taek', '...')]"
@hendraHendra-n3x,"Segera habisin termul, buat runyam","segera habisin termul, buat runyam","['segera', 'habisin', 'termul', ',', 'buat', 'runyam']","[('segera', 'habisin', 'termul'), ('habisin', 'termul', ','), ('termul', ',', 'buat'), (',', 'buat', 'runyam')]"
@Dwtz_tour,😂😂😂 Omon omon Bah,😂😂😂 omon omon bah,"['😂😂😂', 'omon', 'omon', 'bah']","[('😂😂😂', 'omon', 'omon'), ('omon', 'omon', 'bah')]"
@bagusmuhammadikhsan6187,Fokus pada proses yang mana Bahlul?,fokus pada proses yang mana bahlul?,"['fokus', 'pada', 'proses', 'yang', 'mana', 'bahlul', '?']","[('fokus', 'pada', 'proses'), ('pada', 'proses', 'yang'), ('proses', 'yang', 'mana'), ('yang', 'mana', 'bahlul'), ('mana', 'bahlul', '?')]"
@utkstgg6847,Lanjutkan pak purbaya.,lanjutkan pak purbaya.,"['lanjutkan', 'pak', 'purbaya', '.']","[('lanjutkan', 'pak', 'purbaya'), ('pak', 'purbaya', '.')]"
@triyani5455,"Org lulusan ITB dan ijasahnya asli nga bisa dikibulin yg mulia Bahlil...ente yg gelar doctor dibatalin harus mikir lawan lulusan ITB ijasah asli😂
Mantapp nih ada pejabat yg berani lawan mafia, smoga aja pak Prabowo Tdk mencopot pak Purbaya, Krn rejim yg sebelumnya kalo ada pejabat yg bersih dan jujur pasti diPHK😂","org lulusan itb dan ijasahnya asli nga bisa dikibulin yg mulia bahlil...ente yg gelar doctor dibatalin harus mikir lawan lulusan itb ijasah asli😂
mantapp nih ada pejabat yg berani lawan mafia, smoga aja pak prabowo tdk mencopot pak purbaya, krn rejim yg sebelumnya kalo ada pejabat yg bersih dan jujur pasti diphk😂","['org', 'lulusan', 'itb', 'dan', 'ijasahnya', 'asli', 'nga', 'bisa', 'dikibulin', 'yg', 'mulia', 'bahlil', '...', 'ente', 'yg', 'gelar', 'doctor', 'dibatalin', 'harus', 'mikir', 'lawan', 'lulusan', 'itb', 'ijasah', 'asli😂', 'mantapp', 'nih', 'ada', 'pejabat', 'yg', 'berani', 'lawan', 'mafia', ',', 'smoga', 'aja', 'pak', 'prabowo', 'tdk', 'mencopot', 'pak', 'purbaya', ',', 'krn', 'rejim', 'yg', 'sebelumnya', 'kalo', 'ada', 'pejabat', 'yg', 'bersih', 'dan', 'jujur', 'pasti', 'diphk😂']","[('org', 'lulusan', 'itb'), ('lulusan', 'itb', 'dan'), ('itb', 'dan', 'ijasahnya'), ('dan', 'ijasahnya', 'asli'), ('ijasahnya', 'asli', 'nga'), ('asli', 'nga', 'bisa'), ('nga', 'bisa', 'dikibulin'), ('bisa', 'dikibulin', 'yg'), ('dikibulin', 'yg', 'mulia'), ('yg', 'mulia', 'bahlil'), ('mulia', 'bahlil', '...'), ('bahlil', '...', 'ente'), ('...', 'ente', 'yg'), ('ente', 'yg', 'gelar'), ('yg', 'gelar', 'doctor'), ('gelar', 'doctor', 'dibatalin'), ('doctor', 'dibatalin', 'harus'), ('dibatalin', 'harus', 'mikir'), ('harus', 'mikir', 'lawan'), ('mikir', 'lawan', 'lulusan'), ('lawan', 'lulusan', 'itb'), ('lulusan', 'itb', 'ijasah'), ('itb', 'ijasah', 'asli😂'), ('ijasah', 'asli😂', 'mantapp'), ('asli😂', 'mantapp', 'nih'), ('mantapp', 'nih', 'ada'), ('nih', 'ada', 'pejabat'), ('ada', 'pejabat', 'yg'), ('pejabat', 'yg', 'berani'), ('yg', 'berani', 'lawan'), ('berani', 'lawan', 'mafia'), ('lawan', 'mafia', ','), ('mafia', ',', 'smoga'), (',', 'smoga', 'aja'), ('smoga', 'aja', 'pak'), ('aja', 'pak', 'prabowo'), ('pak', 'prabowo', 'tdk'), ('prabowo', 'tdk', 'mencopot'), ('tdk', 'mencopot', 'pak'), ('mencopot', 'pak', 'purbaya'), ('pak', 'purbaya', ','), ('purbaya', ',', 'krn'), (',', 'krn', 'rejim'), ('krn', 'rejim', 'yg'), ('rejim', 'yg', 'sebelumnya'), ('yg', 'sebelumnya', 'kalo'), ('sebelumnya', 'kalo', 'ada'), ('kalo', 'ada', 'pejabat'), ('ada', 'pejabat', 'yg'), ('pejabat', 'yg', 'bersih'), ('yg', 'bersih', 'dan'), ('bersih', 'dan', 'jujur'), ('dan', 'jujur', 'pasti'), ('jujur', 'pasti', 'diphk😂')]"
@ahmadheryawan5966,Purbaya next presidennnn,purbaya next presidennnn,"['purbaya', 'next', 'presidennnn']","[('purbaya', 'next', 'presidennnn')]"
@sunrevolver,"Over capacity ini istilah sapu jagad yang kurang lengkap.
Harus ada parameter spesifikasinya dulu baru dari sana ditentukan kapasitas nya.
Bukan kapasitas overall yang termasuk didalamnya spesifikasi yang sudah obsolete","over capacity ini istilah sapu jagad yang kurang lengkap.
harus ada parameter spesifikasinya dulu baru dari sana ditentukan kapasitas nya.
bukan kapasitas overall yang termasuk didalamnya spesifikasi yang sudah obsolete","['over', 'capacity', 'ini', 'istilah', 'sapu', 'jagad', 'yang', 'kurang', 'lengkap', '.', 'harus', 'ada', 'parameter', 'spesifikasinya', 'dulu', 'baru', 'dari', 'sana', 'ditentukan', 'kapasitas', 'nya', '.', 'bukan', 'kapasitas', 'overall', 'yang', 'termasuk', 'didalamnya', 'spesifikasi', 'yang', 'sudah', 'obsolete']","[('over', 'capacity', 'ini'), ('capacity', 'ini', 'istilah'), ('ini', 'istilah', 'sapu'), ('istilah', 'sapu', 'jagad'), ('sapu', 'jagad', 'yang'), ('jagad', 'yang', 'kurang'), ('yang', 'kurang', 'lengkap'), ('kurang', 'lengkap', '.'), ('lengkap', '.', 'harus'), ('.', 'harus', 'ada'), ('harus', 'ada', 'parameter'), ('ada', 'parameter', 'spesifikasinya'), ('parameter', 'spesifikasinya', 'dulu'), ('spesifikasinya', 'dulu', 'baru'), ('dulu', 'baru', 'dari'), ('baru', 'dari', 'sana'), ('dari', 'sana', 'ditentukan'), ('sana', 'ditentukan', 'kapasitas'), ('ditentukan', 'kapasitas', 'nya'), ('kapasitas', 'nya', '.'), ('nya', '.', 'bukan'), ('.', 'bukan', 'kapasitas'), ('bukan', 'kapasitas', 'overall'), ('kapasitas', 'overall', 'yang'), ('overall', 'yang', 'termasuk'), ('yang', 'termasuk', 'didalamnya'), ('termasuk', 'didalamnya', 'spesifikasi'), ('didalamnya', 'spesifikasi', 'yang'), ('spesifikasi', 'yang', 'sudah'), ('yang', 'sudah', 'obsolete')]"
@novaanggara1878,Bahas juga etano,bahas juga etano,"['bahas', 'juga', 'etano']","[('bahas', 'juga', 'etano')]"
@dedyrushadmaka5137,Kenapa negara lain membangun kilang minyak dan menguntungkan?,kenapa negara lain membangun kilang minyak dan menguntungkan?,"['kenapa', 'negara', 'lain', 'membangun', 'kilang', 'minyak', 'dan', 'menguntungkan', '?']","[('kenapa', 'negara', 'lain'), ('negara', 'lain', 'membangun'), ('lain', 'membangun', 'kilang'), ('membangun', 'kilang', 'minyak'), ('kilang', 'minyak', 'dan'), ('minyak', 'dan', 'menguntungkan'), ('dan', 'menguntungkan', '?')]"
@heriantoto6940,Mantap p@k menkeu..,mantap p@k menkeu..,"['mantap', 'p', '@', 'k', 'menkeu', '..']","[('mantap', 'p', '@'), ('p', '@', 'k'), ('@', 'k', 'menkeu'), ('k', 'menkeu', '..')]"
@kankmanlee,mafia impor migas meninggalkan lane😂,mafia impor migas meninggalkan lane😂,"['mafia', 'impor', 'migas', 'meninggalkan', 'lane😂']","[('mafia', 'impor', 'migas'), ('impor', 'migas', 'meninggalkan'), ('migas', 'meninggalkan', 'lane😂')]"
@Suarasaktibaelah,Selama bahlil jd mentri akan semakin terpuruk indonesia,selama bahlil jd mentri akan semakin terpuruk indonesia,"['selama', 'bahlil', 'jd', 'mentri', 'akan', 'semakin', 'terpuruk', 'indonesia']","[('selama', 'bahlil', 'jd'), ('bahlil', 'jd', 'mentri'), ('jd', 'mentri', 'akan'), ('mentri', 'akan', 'semakin'), ('akan', 'semakin', 'terpuruk'), ('semakin', 'terpuruk', 'indonesia')]"
@ramdhanansyari106,"Ngomong salah satu mafia tuh...
Klau bnyak kilang di Indonesia 
Otomatis import pun akan berkurang jatah Meraka pun akan berkurang 😀","ngomong salah satu mafia tuh...
klau bnyak kilang di indonesia 
otomatis import pun akan berkurang jatah meraka pun akan berkurang 😀","['ngomong', 'salah', 'satu', 'mafia', 'tuh', '...', 'klau', 'bnyak', 'kilang', 'di', 'indonesia', 'otomatis', 'import', 'pun', 'akan', 'berkurang', 'jatah', 'meraka', 'pun', 'akan', 'berkurang', '😀']","[('ngomong', 'salah', 'satu'), ('salah', 'satu', 'mafia'), ('satu', 'mafia', 'tuh'), ('mafia', 'tuh', '...'), ('tuh', '...', 'klau'), ('...', 'klau', 'bnyak'), ('klau', 'bnyak', 'kilang'), ('bnyak', 'kilang', 'di'), ('kilang', 'di', 'indonesia'), ('di', 'indonesia', 'otomatis'), ('indonesia', 'otomatis', 'import'), ('otomatis', 'import', 'pun'), ('import', 'pun', 'akan'), ('pun', 'akan', 'berkurang'), ('akan', 'berkurang', 'jatah'), ('berkurang', 'jatah', 'meraka'), ('jatah', 'meraka', 'pun'), ('meraka', 'pun', 'akan'), ('pun', 'akan', 'berkurang'), ('akan', 'berkurang', '😀')]"
@WorkFromHome-th2eq,Over capacity import nya kali 😅,over capacity import nya kali 😅,"['over', 'capacity', 'import', 'nya', 'kali', '😅']","[('over', 'capacity', 'import'), ('capacity', 'import', 'nya'), ('import', 'nya', 'kali'), ('nya', 'kali', '😅')]"
@blackwindows404,Pak Bahlil banyak dapat amplop dari koruptor 📍#Singapore yang menggagalkan pembangunan kilang kilangmiyak,pak bahlil banyak dapat amplop dari koruptor 📍#singapore yang menggagalkan pembangunan kilang kilangmiyak,"['pak', 'bahlil', 'banyak', 'dapat', 'amplop', 'dari', 'koruptor', '📍', '#', 'singapore', 'yang', 'menggagalkan', 'pembangunan', 'kilang', 'kilangmiyak']","[('pak', 'bahlil', 'banyak'), ('bahlil', 'banyak', 'dapat'), ('banyak', 'dapat', 'amplop'), ('dapat', 'amplop', 'dari'), ('amplop', 'dari', 'koruptor'), ('dari', 'koruptor', '📍'), ('koruptor', '📍', '#'), ('📍', '#', 'singapore'), ('#', 'singapore', 'yang'), ('singapore', 'yang', 'menggagalkan'), ('yang', 'menggagalkan', 'pembangunan'), ('menggagalkan', 'pembangunan', 'kilang'), ('pembangunan', 'kilang', 'kilangmiyak')]"
@bramawiraaringga2989,"Ngapain bangun kilang, import aja terus nanti mafia cukai mafia minyak dll dapet bagian juga ^^","ngapain bangun kilang, import aja terus nanti mafia cukai mafia minyak dll dapet bagian juga ^^","['ngapain', 'bangun', 'kilang', ',', 'import', 'aja', 'terus', 'nanti', 'mafia', 'cukai', 'mafia', 'minyak', 'dll', 'dapet', 'bagian', 'juga', '^^']","[('ngapain', 'bangun', 'kilang'), ('bangun', 'kilang', ','), ('kilang', ',', 'import'), (',', 'import', 'aja'), ('import', 'aja', 'terus'), ('aja', 'terus', 'nanti'), ('terus', 'nanti', 'mafia'), ('nanti', 'mafia', 'cukai'), ('mafia', 'cukai', 'mafia'), ('cukai', 'mafia', 'minyak'), ('mafia', 'minyak', 'dll'), ('minyak', 'dll', 'dapet'), ('dll', 'dapet', 'bagian'), ('dapet', 'bagian', 'juga'), ('bagian', 'juga', '^^')]"
@Yohanes_69,Nepal kan goblin udah gila over capacity 😂,nepal kan goblin udah gila over capacity 😂,"['nepal', 'kan', 'goblin', 'udah', 'gila', 'over', 'capacity', '😂']","[('nepal', 'kan', 'goblin'), ('kan', 'goblin', 'udah'), ('goblin', 'udah', 'gila'), ('udah', 'gila', 'over'), ('gila', 'over', 'capacity'), ('over', 'capacity', '😂')]"
@Uchil22Official,"Bener"" Koboy pak pur","bener"" koboy pak pur","['bener', ""''"", 'koboy', 'pak', 'pur']","[('bener', ""''"", 'koboy'), (""''"", 'koboy', 'pak'), ('koboy', 'pak', 'pur')]"
@AHMADKELIX,Yang gak pecaya Bahlil itu gak cuman Pak Purbaya saja.😂,yang gak pecaya bahlil itu gak cuman pak purbaya saja.😂,"['yang', 'gak', 'pecaya', 'bahlil', 'itu', 'gak', 'cuman', 'pak', 'purbaya', 'saja.😂']","[('yang', 'gak', 'pecaya'), ('gak', 'pecaya', 'bahlil'), ('pecaya', 'bahlil', 'itu'), ('bahlil', 'itu', 'gak'), ('itu', 'gak', 'cuman'), ('gak', 'cuman', 'pak'), ('cuman', 'pak', 'purbaya'), ('pak', 'purbaya', 'saja.😂')]"
@rozioz745,"Produsen&konsumen 
Ya lebih baik produsen","produsen&konsumen 
ya lebih baik produsen","['produsen', '&', 'konsumen', 'ya', 'lebih', 'baik', 'produsen']","[('produsen', '&', 'konsumen'), ('&', 'konsumen', 'ya'), ('konsumen', 'ya', 'lebih'), ('ya', 'lebih', 'baik'), ('lebih', 'baik', 'produsen')]"
@Tonikrwag,Miara termul ya gini jadinya 😅,miara termul ya gini jadinya 😅,"['miara', 'termul', 'ya', 'gini', 'jadinya', '😅']","[('miara', 'termul', 'ya'), ('termul', 'ya', 'gini'), ('ya', 'gini', 'jadinya'), ('gini', 'jadinya', '😅')]"
@bangbudy4823,Muaakk banget liat Bahlil,muaakk banget liat bahlil,"['muaakk', 'banget', 'liat', 'bahlil']","[('muaakk', 'banget', 'liat'), ('banget', 'liat', 'bahlil')]"
@FilmYoutub-h3n,"Maaf, kalo gw perhatiin , pa purbaya ini lagi main dua kaki , tp gw ga tau tujuannya apa ?
satu kaki dia merasa nyaman n betah di pemerintahan, tapi di kaki yg satu lagi layaknya seorang oposisi ,,","maaf, kalo gw perhatiin , pa purbaya ini lagi main dua kaki , tp gw ga tau tujuannya apa ?
satu kaki dia merasa nyaman n betah di pemerintahan, tapi di kaki yg satu lagi layaknya seorang oposisi ,,","['maaf', ',', 'kalo', 'gw', 'perhatiin', ',', 'pa', 'purbaya', 'ini', 'lagi', 'main', 'dua', 'kaki', ',', 'tp', 'gw', 'ga', 'tau', 'tujuannya', 'apa', '?', 'satu', 'kaki', 'dia', 'merasa', 'nyaman', 'n', 'betah', 'di', 'pemerintahan', ',', 'tapi', 'di', 'kaki', 'yg', 'satu', 'lagi', 'layaknya', 'seorang', 'oposisi', ',', ',']","[('maaf', ',', 'kalo'), (',', 'kalo', 'gw'), ('kalo', 'gw', 'perhatiin'), ('gw', 'perhatiin', ','), ('perhatiin', ',', 'pa'), (',', 'pa', 'purbaya'), ('pa', 'purbaya', 'ini'), ('purbaya', 'ini', 'lagi'), ('ini', 'lagi', 'main'), ('lagi', 'main', 'dua'), ('main', 'dua', 'kaki'), ('dua', 'kaki', ','), ('kaki', ',', 'tp'), (',', 'tp', 'gw'), ('tp', 'gw', 'ga'), ('gw', 'ga', 'tau'), ('ga', 'tau', 'tujuannya'), ('tau', 'tujuannya', 'apa'), ('tujuannya', 'apa', '?'), ('apa', '?', 'satu'), ('?', 'satu', 'kaki'), ('satu', 'kaki', 'dia'), ('kaki', 'dia', 'merasa'), ('dia', 'merasa', 'nyaman'), ('merasa', 'nyaman', 'n'), ('nyaman', 'n', 'betah'), ('n', 'betah', 'di'), ('betah', 'di', 'pemerintahan'), ('di', 'pemerintahan', ','), ('pemerintahan', ',', 'tapi'), (',', 'tapi', 'di'), ('tapi', 'di', 'kaki'), ('di', 'kaki', 'yg'), ('kaki', 'yg', 'satu'), ('yg', 'satu', 'lagi'), ('satu', 'lagi', 'layaknya'), ('lagi', 'layaknya', 'seorang'), ('layaknya', 'seorang', 'oposisi'), ('seorang', 'oposisi', ','), ('oposisi', ',', ',')]"
@predibaribaki7877,Ayo pak prabowo..udah dong...udah jelas tu oknum nya...gassss lah pak presiden...ngapain masih ada dikabinet bapak...,ayo pak prabowo..udah dong...udah jelas tu oknum nya...gassss lah pak presiden...ngapain masih ada dikabinet bapak...,"['ayo', 'pak', 'prabowo', '..', 'udah', 'dong', '...', 'udah', 'jelas', 'tu', 'oknum', 'nya', '...', 'gassss', 'lah', 'pak', 'presiden', '...', 'ngapain', 'masih', 'ada', 'dikabinet', 'bapak', '...']","[('ayo', 'pak', 'prabowo'), ('pak', 'prabowo', '..'), ('prabowo', '..', 'udah'), ('..', 'udah', 'dong'), ('udah', 'dong', '...'), ('dong', '...', 'udah'), ('...', 'udah', 'jelas'), ('udah', 'jelas', 'tu'), ('jelas', 'tu', 'oknum'), ('tu', 'oknum', 'nya'), ('oknum', 'nya', '...'), ('nya', '...', 'gassss'), ('...', 'gassss', 'lah'), ('gassss', 'lah', 'pak'), ('lah', 'pak', 'presiden'), ('pak', 'presiden', '...'), ('presiden', '...', 'ngapain'), ('...', 'ngapain', 'masih'), ('ngapain', 'masih', 'ada'), ('masih', 'ada', 'dikabinet'), ('ada', 'dikabinet', 'bapak'), ('dikabinet', 'bapak', '...')]"
@yuyusyuyus4200,Jangan lupa bangun tambang emas  tiap kota.,jangan lupa bangun tambang emas  tiap kota.,"['jangan', 'lupa', 'bangun', 'tambang', 'emas', 'tiap', 'kota', '.']","[('jangan', 'lupa', 'bangun'), ('lupa', 'bangun', 'tambang'), ('bangun', 'tambang', 'emas'), ('tambang', 'emas', 'tiap'), ('emas', 'tiap', 'kota'), ('tiap', 'kota', '.')]"
@mochammadefrianda6321,Periksa  elit2 pertamina🔥🔥🔥🔥,periksa  elit2 pertamina🔥🔥🔥🔥,"['periksa', 'elit2', 'pertamina🔥🔥🔥🔥']","[('periksa', 'elit2', 'pertamina🔥🔥🔥🔥')]"
@direksijunior9137,Ongol ongol jgn di percaya😂😂,ongol ongol jgn di percaya😂😂,"['ongol', 'ongol', 'jgn', 'di', 'percaya😂😂']","[('ongol', 'ongol', 'jgn'), ('ongol', 'jgn', 'di'), ('jgn', 'di', 'percaya😂😂')]"
@Jakaria-k5n,Kalau dicermati lihat bahlil persis tokoh wayang cepot petruk gareng..,kalau dicermati lihat bahlil persis tokoh wayang cepot petruk gareng..,"['kalau', 'dicermati', 'lihat', 'bahlil', 'persis', 'tokoh', 'wayang', 'cepot', 'petruk', 'gareng', '..']","[('kalau', 'dicermati', 'lihat'), ('dicermati', 'lihat', 'bahlil'), ('lihat', 'bahlil', 'persis'), ('bahlil', 'persis', 'tokoh'), ('persis', 'tokoh', 'wayang'), ('tokoh', 'wayang', 'cepot'), ('wayang', 'cepot', 'petruk'), ('cepot', 'petruk', 'gareng'), ('petruk', 'gareng', '..')]"
@ilham8571,Thumbnail nya serem yang sebelah kanan,thumbnail nya serem yang sebelah kanan,"['thumbnail', 'nya', 'serem', 'yang', 'sebelah', 'kanan']","[('thumbnail', 'nya', 'serem'), ('nya', 'serem', 'yang'), ('serem', 'yang', 'sebelah'), ('yang', 'sebelah', 'kanan')]"
@Alizanoe,BAHLIL AAUDIT...SY YAKIN 100000% TIDAK WAJJAR HARTA NYA,bahlil aaudit...sy yakin 100000% tidak wajjar harta nya,"['bahlil', 'aaudit', '...', 'sy', 'yakin', '100000', '%', 'tidak', 'wajjar', 'harta', 'nya']","[('bahlil', 'aaudit', '...'), ('aaudit', '...', 'sy'), ('...', 'sy', 'yakin'), ('sy', 'yakin', '100000'), ('yakin', '100000', '%'), ('100000', '%', 'tidak'), ('%', 'tidak', 'wajjar'), ('tidak', 'wajjar', 'harta'), ('wajjar', 'harta', 'nya')]"
@wahyusumantri2513,Pnya ladang minyak bumi kok import😂,pnya ladang minyak bumi kok import😂,"['pnya', 'ladang', 'minyak', 'bumi', 'kok', 'import😂']","[('pnya', 'ladang', 'minyak'), ('ladang', 'minyak', 'bumi'), ('minyak', 'bumi', 'kok'), ('bumi', 'kok', 'import😂')]"
@BustamPanawa,"APA SEBENARNYA ALSAN PAK PRABOWO SEHINGGA TIDAK MEMECAT BAHLIL,MUNGKINKAH KARENA BAHLIL SANGAT DEKAT DENGAN JOKOWI ATAUKAH KARENA BAHLIL ADALAH KETUA PARTAI GOLKAR ATAUKAH PAK PRABOWO MENUNGGU WAKTU YANG TEPAT UNTUK MENGUSIR SEMUA ORANG ORANG YANG DEKAT DENGAN JOKOWI DARI KABINET.","apa sebenarnya alsan pak prabowo sehingga tidak memecat bahlil,mungkinkah karena bahlil sangat dekat dengan jokowi ataukah karena bahlil adalah ketua partai golkar ataukah pak prabowo menunggu waktu yang tepat untuk mengusir semua orang orang yang dekat dengan jokowi dari kabinet.","['apa', 'sebenarnya', 'alsan', 'pak', 'prabowo', 'sehingga', 'tidak', 'memecat', 'bahlil', ',', 'mungkinkah', 'karena', 'bahlil', 'sangat', 'dekat', 'dengan', 'jokowi', 'ataukah', 'karena', 'bahlil', 'adalah', 'ketua', 'partai', 'golkar', 'ataukah', 'pak', 'prabowo', 'menunggu', 'waktu', 'yang', 'tepat', 'untuk', 'mengusir', 'semua', 'orang', 'orang', 'yang', 'dekat', 'dengan', 'jokowi', 'dari', 'kabinet', '.']","[('apa', 'sebenarnya', 'alsan'), ('sebenarnya', 'alsan', 'pak'), ('alsan', 'pak', 'prabowo'), ('pak', 'prabowo', 'sehingga'), ('prabowo', 'sehingga', 'tidak'), ('sehingga', 'tidak', 'memecat'), ('tidak', 'memecat', 'bahlil'), ('memecat', 'bahlil', ','), ('bahlil', ',', 'mungkinkah'), (',', 'mungkinkah', 'karena'), ('mungkinkah', 'karena', 'bahlil'), ('karena', 'bahlil', 'sangat'), ('bahlil', 'sangat', 'dekat'), ('sangat', 'dekat', 'dengan'), ('dekat', 'dengan', 'jokowi'), ('dengan', 'jokowi', 'ataukah'), ('jokowi', 'ataukah', 'karena'), ('ataukah', 'karena', 'bahlil'), ('karena', 'bahlil', 'adalah'), ('bahlil', 'adalah', 'ketua'), ('adalah', 'ketua', 'partai'), ('ketua', 'partai', 'golkar'), ('partai', 'golkar', 'ataukah'), ('golkar', 'ataukah', 'pak'), ('ataukah', 'pak', 'prabowo'), ('pak', 'prabowo', 'menunggu'), ('prabowo', 'menunggu', 'waktu'), ('menunggu', 'waktu', 'yang'), ('waktu', 'yang', 'tepat'), ('yang', 'tepat', 'untuk'), ('tepat', 'untuk', 'mengusir'), ('untuk', 'mengusir', 'semua'), ('mengusir', 'semua', 'orang'), ('semua', 'orang', 'orang'), ('orang', 'orang', 'yang'), ('orang', 'yang', 'dekat'), ('yang', 'dekat', 'dengan'), ('dekat', 'dengan', 'jokowi'), ('dengan', 'jokowi', 'dari'), ('jokowi', 'dari', 'kabinet'), ('dari', 'kabinet', '.')]"
@amirulohamd8499,Maju terus pak purbaya,maju terus pak purbaya,"['maju', 'terus', 'pak', 'purbaya']","[('maju', 'terus', 'pak'), ('terus', 'pak', 'purbaya')]"
@pittwidojoyo4138,"Iya percaya, makanya kilangnya hrs dikurangi...🔥😅","iya percaya, makanya kilangnya hrs dikurangi...🔥😅","['iya', 'percaya', ',', 'makanya', 'kilangnya', 'hrs', 'dikurangi', '...', '🔥😅']","[('iya', 'percaya', ','), ('percaya', ',', 'makanya'), (',', 'makanya', 'kilangnya'), ('makanya', 'kilangnya', 'hrs'), ('kilangnya', 'hrs', 'dikurangi'), ('hrs', 'dikurangi', '...'), ('dikurangi', '...', '🔥😅')]"
@WelotNdusel,Siapa disini yg mendukung Bahlil di nepalkan..,siapa disini yg mendukung bahlil di nepalkan..,"['siapa', 'disini', 'yg', 'mendukung', 'bahlil', 'di', 'nepalkan', '..']","[('siapa', 'disini', 'yg'), ('disini', 'yg', 'mendukung'), ('yg', 'mendukung', 'bahlil'), ('mendukung', 'bahlil', 'di'), ('bahlil', 'di', 'nepalkan'), ('di', 'nepalkan', '..')]"
@hengkirp8825,Pertamax kenapa sering kosong?,pertamax kenapa sering kosong?,"['pertamax', 'kenapa', 'sering', 'kosong', '?']","[('pertamax', 'kenapa', 'sering'), ('kenapa', 'sering', 'kosong'), ('sering', 'kosong', '?')]"
@padrisaputra6335,Plaju itu Sumsel 😅,plaju itu sumsel 😅,"['plaju', 'itu', 'sumsel', '😅']","[('plaju', 'itu', 'sumsel'), ('itu', 'sumsel', '😅')]"
@cehok6077,"di riau 2 kilang woi, kilang sungai pak ning","di riau 2 kilang woi, kilang sungai pak ning","['di', 'riau', '2', 'kilang', 'woi', ',', 'kilang', 'sungai', 'pak', 'ning']","[('di', 'riau', '2'), ('riau', '2', 'kilang'), ('2', 'kilang', 'woi'), ('kilang', 'woi', ','), ('woi', ',', 'kilang'), (',', 'kilang', 'sungai'), ('kilang', 'sungai', 'pak'), ('sungai', 'pak', 'ning')]"
@Nozan_not_name,"over-capacity kok import BBM , ttololllm jangan diluar nalar lah","over-capacity kok import bbm , ttololllm jangan diluar nalar lah","['over-capacity', 'kok', 'import', 'bbm', ',', 'ttololllm', 'jangan', 'diluar', 'nalar', 'lah']","[('over-capacity', 'kok', 'import'), ('kok', 'import', 'bbm'), ('import', 'bbm', ','), ('bbm', ',', 'ttololllm'), (',', 'ttololllm', 'jangan'), ('ttololllm', 'jangan', 'diluar'), ('jangan', 'diluar', 'nalar'), ('diluar', 'nalar', 'lah')]"
@niamcreativemedia1817,kilangnya berkurang terus jelas over capacity,kilangnya berkurang terus jelas over capacity,"['kilangnya', 'berkurang', 'terus', 'jelas', 'over', 'capacity']","[('kilangnya', 'berkurang', 'terus'), ('berkurang', 'terus', 'jelas'), ('terus', 'jelas', 'over'), ('jelas', 'over', 'capacity')]"
