author,comment
@sonjaya6450,"Ngakal ini manusia, wajib kita pertanyakan pimpinan pwrtamina. Menurutku, copot."
@suntionohabeahan7189,Mereka ga bakal bangun kilang minyak supaya impor dan terjadilah jual beli dan ada lahan korupsi
@aribayu2569,"Gila ini Bahlil...
Logikanya jongkok.
Over capacity ??
Bahlil bagian dari mafia import BBM..."
@Tiggo8pro,Coba tes tanya bahlil bgmana programnya terkait pembangunan kilang minyak di Indonesia.
@mahmudroziqin2810,Kbnyakan kebijakan pak...maknya berbelit..majubterus pak Mentri pubaya
@Yanuar21,"Otak si Bahlil dan pertamina itu dmn sih
Over capacity tapi masih impor😅"
@fozizain6182,Apa si Bahlil ini punya ilmu mapan & kefahaman/pengalaman utk kendali ESDM?
@endrakusuma365,Pak Bahlil saya tau anda dapat tekanan dari mana2 . Jika anda merasa tidak mampu pintu untuk mengundurkan diri masih terbuka pak.
@NasirSir-pp9yq,SAYA SANGAT TIDAK PERCAYA KEPADA MENTRI. ESDM PERTAMINA OPER KAPASITI BOHONG KALAU OPER KAPASITI KENAPA IMPOR DARI NEGARA LAIN.LEBIH BAIK BANGUN KILANG AGAR BBM BISA DITURUNKAN HARGANYA MASYARAKAT BAHAGIA BISA NIKMATI HASIL TAMBANG NEGERI SENDIRI.
@estherlidya2707,Never believe LiL!! Hrs cepet diganti tuh...
@solisujarwo2952,"Fokus proses apa? Proses impor...biar kamu dapat fee,Lil Bahlil...."
@sulaemanmaman-m2f,Bayar pajak motor megapro....pajakny buat bayar mntri yg bahlul....nyesek...
@zihanddika2634,"Memang pak Prabowo ahli strategis 
Pemain di balik layar"
@aldihasibuan2384,"Sesuai keterangan ahli cari gampang Gk mau capek,Gk buat kilang baru biar infor minyak gas trus..mafia untung besar negara rugi..buat kilang baru woi Pertamina stop infortir... siapa yg komplain perlu diperiksa kejaksaan SM KPK"
@ngadiminsim3244,"Partai golkar ketua umumnya selalu bermasalah dgn sumber daya alam, yg kemarin kasus freeport emas skrg urusan migas"
@muhammadakhiffarzanakhif2787,"Lanjutkan pak, banyak korupsi BBM, terutama"
@diamdila2299,"Jangan sampai kayak pabrik gula ,sudah warisan belanda.makin lama makin berkurang.bukannya nambah"
@ZaziliZili-b8s,"Ada katanya expor minyak, ini berita impor setiap hari"
@OBLAXS,"Yg Pke bensin cm buat maen kudu di Data...pke CHIFT NFC KUDU PAKE  UMKM CARD...

Tepuk tangan buat ainx"
@wagiminwagimin6917,Lanjut pk Purbaya biar pejabat2 yg cari untung biar ketahuan
@budikebluk,Klu impor kan dapat cuannya banyak klu ngolah sendiri ya ga dapat cuanlah
@leevangobel1749,"Gak usah berdebat, sebenarnya indonesia butuh kilang apa tidak ? Kendala nya apa? Kalo gak bisa selesaikan, copot saja mereka"
@dedyprasetyo2020,"Pertamina sarang koruptor, jadi butuh seseorang yg berani dan taat peraturan, sepertinya perlu rombak besar besaran"
@prabuam62,pak tolong Selamatkan PT.BADAK.NGL dari tangan kotor 🙏🏼
@witaputri5134,Pertamina itu menghitung kilang yg belum beroperasi dan tidak menghitung loss coss impor barang jadi
@umbuhone,Gugat saja Pertamina dan kementrian BUMN serta Migas karena menjadi dalang kurangnya pemasukan PAJAK NEGARA DAN KAS. Buktinya Usaha bisnis di Indonesia tidak membantu kemajuan kenaikan produksi atau kapasitas penjualan dari usaha yg dilakukan perusahaan2 negara maupun swasta yg bersangkutan dg BUMN dan kebijakan negara. Maka Pajak negara tidak berhasil ditambah karena tidak adanya pemasukan oleh ribuan pengusaha sehubungan bidang BUMN dan MIGAS
@mbuhbaewis,overcapacity pejabat korup. itu yg bener!!!!!!!!!!!!!!
@elkhairyTv,Maju Terus Pak Pur🎉
@juruselamatjuruselamat,asyik  nich  pejabat  saling bantah...  makin seru  ga  jelas  arah pemerintah  ini wk..wk..wk..
@AnggiFormosq,"Dlu sempat bredar desas desus bahwasa.nya banyak BBM yg trcampur air,tak lama kjadian trus tba tba trjdi kbkaran kilang minyak di Balongan Indramayu gra gra trsaber petir 😂😂lawakkk

Orang cerdas pasti tau teka teki ini . . ."
@aminCeotlomart,"Klo kilang nambah mafia sulit impor nantinya, cuan jadi kurang dong"
@sofimaulanapkl3629,"Gaji pegawai pertamina gak ada otak , gaji sama pemasukan perusahaan jomplang kali ya"
@MacanKumis,Impor mulu impor mulu. Males banget kerja .
@KarTono-b9y,Bahlul...pecat saja..kalo Mentri nya pada bahlul...maju trus pak menkeu
@jajatsudrajat4596,Kami percaya pak Purbaya jujur... Dan buat Bahlil Lahadalia segera tobat dr dosa besar sebelum azab pedih kau nikmati di dunia dan neraka
@iissupiah8604,Mudah-mudahan pak purbaya sekeluarga ada dalam lindungan Allah
@alfathganta965,Yang menghalangi itulah mafianya😅
@EdyJambi-p5p,Sebelum kilang minyak selesai dibangun /berproduksi tak bisa dikstakan tambah kilang.
@kasamago,kasihan Purbaya klo Bahlil masih belum di pecat..
@LeoTzzzzz,Copot² itu dah males liat nya
@Antonjore,"Ampe laut Sulawesi di ambil Malaysia buat bangun kilang, Lol"
@bowokartun6846,Menteri yang tidak patuh kok masih dipertahan to pak Prabowo
@hendrabagus01,maju truss pak Purbaya 🔥🔥🔥
@ahmadwahyudi8431,"Ayolah pak presiden, pecat menteri yg gak kompeten. Kalo mau indonesia emas, ambil orang² emas bukan batu kerikil"
@hansreditya789,Hajar terus pak!
@HediFariadhi,Komisaris n pejabat hasil dari politik yg menjabat yg gajinya ratusan juta n bonus milyaran ngk ada kerjaannya cuman jdi bnalu
@joecerdikiawan5614,"Pertamina itu bubarkan saja, masa sejak tahun 19an tidak ada kilang baru. Import biar dapat uang tu mereka. Bubarkan saja, sekalian pecat Bahlil."
@WasanWanda-br6ci,"Haaaa,terlalu banyak mafianya makanya yg ada selalu merugi mulu, tangkapin mafia"" nya serahin ke rakyat,terserah mau di apain,aparat ga usah ikut campur,cepet beres"
@azisrahmad4759,"Sudah gak percaya dgn omongannya menteri ESDM, ...munafik."
@ikramkader5245,Sehat selalu Pak Purbaya.. udah kelihatan yang menolak itu pasti kroco-kroco maf14
@kiranasuksesbersamapt.,Saya mau beli PERTALITE DI POM BENSIN CILEGON JAM 9 PAGI BILANGANYA SUDAH HABIS. ANEEHHH
@2688kau,Saya jagokan Purbaya 👍💪 berantas habis pak Pur.
@gulirkan9851,Banyak potensi minyak tapi tidak digarap
@MuhammadIqbal-rx7qf,"Kalau kita pakai BBM pertamina Impor, ngapain beli merek pertamina.. Sekalian merek luar.. 😅"
@jerryjp2602,"Fee dr minyak import itu byk bget.. uang cepat cair, jd gk mau repot"
@rikahap324,Para pejabat korup mulai terusik ...
@priskypiko4673,LOGIKA APA OVER CAPACITY TP IMPOR...
@sugenghermawan3309,"Maaf BPK/ibu, sebenarnya NEGARA INDONESIA dijajah sama para KORUPTOR yang mengajarkan ke rakyat kecil yang berkedok agama dll dan jangan serahkan SUMBER DAYA ALAM ke Pihak Asing sama saja menghambat KEMAKMURAN NEGARA INDONESIA KITA"
@seruitkencuing2792,Di Iran bensin cuma 450 perak..
@Elang_laut25,Anda keren pak Mentri keuangan...
@FatchoerRochman-bd8cy,Melimpah  bmm dinegeri kit@ mbok  jual 5000 7000 lah cukup 😅
@Tonky-y1b,bukan over kapasiti dan males buat kilang baru karena kl ini dilakukan maka komisi dari import tdk ada
@CowCrossD,"Rame neh, Frodo vs Golumn, he he..."
@pramu_kantor,Kejahatan yang teorganisir dpt mengalahkan kebaikan yg dilakukan sendiri2
@Pugbs_,"Pak Purbaya Vs Mafia pertamina , mafia tambang dan koruptor ."
@sarahsofiah5049,Mantap pak mentri keuangan
@TaufikHidayat-ch4dg,"Mntap pa, skakmat semua pa"
@hndrarstu500,dr sini keliatan jelas siapa dalang dibalik udang😂
@Triple3H-r8o,Rusak kok masih ada menteri mafia yg aktif
@adinandrachannel,Plaju Sumatera Selatan min. Bukan Sumut
@nothingspecial-xo6nu,"Pak purbaya secara kapasitas jauh di atas ketua partai kuning, absolute."
@akwilainoyuana33,Prestasi bakar kilang 😂
@dangzali,"Asbun ya gini, ga milir sebelum celoteh 😊"
@eddisudjadi9697,"Katanya si Bahlil ingin dipecat dari mentri, mana buktinya ga ada padahal si Bahlil itu biang kerok, sering membuat ulah terhadap rakyat, mungkin memecat si Bahlil yg ber wenang merasa ketakutan dgn si Bahlil."
@korrobikorrobi145,"Kalau gak impor, mafia dan koruptor keparat gak makan."
@YR_Chanel7,"Kalo gt, dimana dong kilang yang lain nya???"
@elfavindia8533,Indonesia negara besar masih etung2an buat kilang mahal . Ke mana saja duitnya
@Ariefwicaksonofamily,Patra niaga berisi mafia minyak kelas kakap merugikan negara terus.mentrinya kerja bener apa nggak sih?overcapacity apanya fakta selalu impor bbm dari luar negri.KPK coba audit pertamina patra niaga.
@williamchandra3799,pecat bahlil dan pegawai deretan pengurus ( sebut pegawai bukan direksi ) supaya pertamina maju.
@belajarlistrik2836,Boleh ngak si Bahlil ini disingkirkan dari kabinet...
@SD-rn5yo,Emang singapura dapat BBM dari mana? Kok sampe di ekspor ke indonesia juga masih cukup stok di singapur
@THEMANKMU,SAYA PRIBADI DUKUNG SI KOBOY DARIPADA SI BAHLUL.... SUMPAH
@AbusTarbian,Aneh emang kita ini punya kilang cuman masih impor
@iswatung2466,kilang baru samadengan lapangan kerja baru
@RamadaniDani-n5f,Sdh tau over kenapa tidak buat kilang baru?
@Rojaleeofficialchanel,Over capacity tapi impor dari negara yg sama sekali gak punya tambang.. memalukan anjir😅😅😅
@FahrudinFahrudin-v9k,"Anggaran kilang bru dulu, yg kan di bgun anggaran nya di mana......."
@andwjy,Kesalahannya adalah kalau gak perlu impor nanti ada yang cuannya menurun 😂😂😂
@soelmate,"Buat pertamina..daripada bangun kilang mending jadi makelar kilang negara asinglah, dapat bonus persenan jelas, makanya pejabat yg berhubungan dgn pertamina subur2😂"
@hellosemua156,Kelebihan emang disengaja.buat peluang korupsi
@budityo3231,Lanjutkan Pak Purbaya👍
@azrielvm676,"Premis 1 : Indonesia butuh Minyak Bumi agar bisa jalan roda ekonomi di semua sektor
Premis 2 : Mentri ESDM mengklaim Pertamina Overcapacity
Kesimpulan : Masih Impor Minyak dari negara lain

Itu namanya Fallacy pak 😂😂"
@zulfanyahya1312,over capacity = import  😂😂😂😂
@ajizajisantoso3481,Dukung purbaya
@RancawuluhHariini,Kenapa kita masih diam saja!!
@ZainSatu,Kalau beli kan dapat fee oknum oknum itu makanya lebhi sukak belanja
@ketumbreproject,seru ih liat para anggota dewan saling ribut. semoga yang terbaik dan pro rakyat dia yang menang
@moonarc.illust3552,ESDM sumbernya uang. Mafianya penuh sesak dari menteri sampi ke level terbawah
@bellaeka5245,Jika pak purbaya tiba2 hilang misterius kita semua sudah tau kan ulahnya siapa.
@SugigiarGiar,GK heran klau pak Prabowo mempertanyak knp si Bahlil bisa jadi mentri😅
@abdulkharis9866,Klo gk impor gk bs korupsi
@abykarsa,spertinya pak menkeu sangat jengkel sama pertamina 😂
@MRicoatharrazka,Menteri tanpa partai pasti berani
@aminamin6703,Betul kata pak mentri malas😁
@RafanAlghifari-i2t,Bahlul Bahlil banyak proses tapi gak ada pergerakan...😢😢
@baguspriyanto3968,Mafia di indonesia terlalu mengakar mantap pak purbaya lanjutkan
@kurniawanMU1810,"Impor teruss.. giliran income masuk kantong bahlil.. bilangnya pertamina rugi terusss
Bahlil ini lama lama ngeselin kaya mukanya"
@FaizalFadil-d2w,Intinya ada receh kalau import...
@Hariyanto-z8v,Menteri titipan gelar dapet membeli mana bisa ngurus minyak
@guzalda_Channel,Thn 98 sampai sekarang itu jauh loh
@BayuWibowo-t2m,seakan akan memojokan pak purbaya.  😂
@mjmu1707,Order minyak shell melalui kalimantan..bos2 shell order sendiri
@CieL-ZZZ,bahlul oh bahlul 😂😂😂
@oktaviavia8112,"Pinter juga pak Prabowo ngangkat Menkeu yg baru, jadi nongol dehh satu persatu mafia Indonesia, alias garong negara..."
@FujiAmar,Katanya Jokowi dulu mau bangun kilang ... Eh...komisaris yang mau bikin dipenjarakan....😂😂😂😂
@ZahraYumna-uo6tb,"Gua mau nanya perasaan gua pernah liat berita Bahlil di berhentikan oleh pak Prabowo knap sia masih aja kerja apa berita yg gua baca hoax, mohon yg tau jawab?"
@Oksifit2023,Gaaaaz mas Puur
@bimacakrabuana9889,"Gmn gak overcapacity. Kan sudah import buat swasta, tapi swasta gak mau beli.. Ya overlah

Kelihatan banget klu sebenarnya kebijakan satu pintu ini cuma akal - akalan pertamina supaya gak ditekan buat kilang karena mereka bisa punya pembenaran dengan jawaban ""Kami overcapacity"""
@EkoBayuSeto-i3r,"Beli minyak mentahnya langsung ke IRAN atau negara penghasil minyak  aja jgn pakai singapore atau negara barat, lalu di olah di kilang sendiri"
@luckylucky1310,Maju terus Pak Purbaya...
@tsar_bomba_9,petinggi pertamina harus di regenerasi
@JhonWick-z9t,"Saya pribadi sangat tidak percaya kepada Bahlul.. Ehhh Bahlil... 
Bahlul Mentri tnp kinerja... Perlu juga utk segera di periksa KPK krn 1000% pasti terlibat korupsi 🎉"
@ayaniiz6025,"Ada kilang nol komisi, Impor dpt komisi byk"
@dinosaurus6408,PAK PURBAYA ASET NEGARA MARI KITA JAGA DN DUKUNG... Bahlil gk ada manfaat utk rakyat..
@JoniIskandar-f5z,Luar biasa Mentri Purbaya
@lenisuryawati7808,"Pertamina selama ini dak berkembang dan stagnan alias diam ditempat dgn gaji besar org malas , memang betul pak Purbaya  Pertamina kumpulan org malas dgn gaji nesar"
@nyomancetar8383,Dari PD uangnya d korup lebih baik membangun kilang uangnya jelas kegunaannya
@pixca2413,Yg tidak jujur tendang...SJ pak
@mrkimi3206,"Indonesia lebih hebat jaman Belanda, di jaman itu mereka aja bisa bangun kilang minyak masa skr jaman canggih malah ga bisa ya lucukan"
@catbert007,Projectnya disabot terus agar supply BBM tersandera ... Ya kann??
@DedeMamay-l1t,Bahlil mungkin nggak ngerti kejadian di Nepal.
@megabayuputra8807,Tanda2 bau2 3D ni ...duit..duit..duiit
@imronwaskito9311,"Lebih percaya Pak Pur, ❤"
@adrianrayan563,Ngapain impor kalau masih banyak
@zulvianatafia2980,Lama lama kliatan ni Menuju bahlil usut si bahlil
@santuyychannel7650,"Dibakar 😂

Menyala Pak Purr"
@DangdutKoploMania-t9k,kalau gak impor bahlul gak mandi solar dong:face-blue-smiling::face-blue-smiling::face-blue-smiling:
@hendranababan175,Kalau impor kan dapat uang masuk...
@rikahap324,Kelihatan kok...sapa yg pinter sapa yang pe'a 😊
@dearbono6943,"ITB vs tak terlacak, auranya jg beda jauh"
@AmurMaru,"Indonesia itu luas tapi kok masih ngadelin impor, mafia minyak tambah kaya😂😂😂"
@CINATURMUNGKUR,Jangan jangan tdk faham istilah over capacity
@mamikmedsos-go9bs,Harga nya minyak  mahal mmh rkyt di kibuli bae
@zayalwafa1834,"Kok bisa Bahlil di pakai, pak jenderal....buang ini orang."
@ukong8777,"Nah loh,makin curiga aja rakyat juga sama si Bahlil Bahlul itu.
Ini minimal udah ada tanggapan dari presiden nya,jangan diem"
@callmealdi,Coba diaudit ma auditor independen itu pertamina..
@bayuanggararockroll8043,Cacing mulai keluar siap siap yah
@supadi175,Saya dukung bapak menkeu 😊
@minangbana9488,Ganti bocah afrika itu✊✊
@RudiKurnia-j9u,"Bahlil masih di pertahankan di kabinet, padahal bisa nya apaaa ??"
@FajarizkyAlamsyah,WKWKWKWKWKW .. KENAPA SIH ORANG NI NGOMONG NY GA DI FILTER DULU 😂
@bipee3937,Wajib impor dari USA dan Saudi.
@bambangsugianto1532,"Blm tuntas simak video nya juga semua sdh paham Bahlil ngotot krn berkepentingan utk lindungi orang2 & oligarki genk nya agar tetep bisa bermain kotor di Minyak. Minyak itu bau, kotor dan licin spt Bahlil."
@tioadiph,"Ngak ada yang percaya sama omongan Bahlil dan Pertamina, jelas menkeu ngak percaya juga 🤣"
@sendokgarpu4569,Gass pak pur
@permen-f1m,Pejabatnya penghianat atau maling serahkan ke rakyat . Pasti beres
@analisa458,Suruh kontraktor China saja. Bikin kilang paling 1 bulan.
@gondes3120,Kocak omongan bahlil tetap tidak percaya seperti gas 3 kg dulu
@Pembersihwajah22,Supaya komisi impor terselubung tetap di rekening gendut
@mksidchannel,overcapacity minyak impor dan jika dibuatkan kilang sendiri hilang sudah uang sampingan untuk foya-foya
@lewifransiscusho,"1998-2025, 27 tahun belom bikin kilang baru. Sebodoh""nya manusia aja dengan anggapan gak sekolah sama sekali dari lahir, umur 27 tahun setidaknya dia pasti udah bisa jalan kaki. 🙄 Logikanya kalo sarana yang ada sudah tidak memadai ya sarananya ditambah. 27 tahun sama sekali gak ada nambah apa-apa ya sudah jelas ada kepentingan sekelompok yang diprioritaskan di atas kepentingan masyarakat dan negara. Bawa aja tuh duit ampe liang kubur. Wkwkw. Emangnya rakyat bego apa? Rakyat cuma sudah tidak peduli, lebih baik urus diri sendiri."
@yohanespurnama547,"Pak Pur ..
Sy berandai sebagai pembisnis neeeh....


Mending IMPORT MINYAK laaah...

Kan bisa nitip 3%, 8%, 15% bahkan jika perlu 35% 

😂😂😂😂😂😂😂😂😂

Bisa liburan ke MARS"
@sonisitumorang5906,DPR selalu tipu tipu rakyat.aji mumpung menjabat memper kaya sendiri
@BimaFaldi,100% apakah pak prabowo makan uang hasil pertamina yg seperti ini ?
@Sutikno-q3o,Over ko sering langka..lilll bahlil..emang bener bener bahlul lhooo
@travelernewsdolan2411,Knp import klu over?
@Rafan77-ex1rv,sehat selalu pak Purbaya
@djamessiahaan8531,"Udah lama kebusukan dan otak kotor Pertamina ini, yang jelas biar lancar bisnis impor para borjuis itu"
@satriofirmansyah1011,Nepal kan pejabat ya 😡
@antonysyah79,kalau mau gampangnya dan gk banyak mikir  ya impor. tapi berapa banyak dari proses impor itu bisa menyerap tenaga kerja dibandingkan kalau membangun kilang sendiri. biaya untuk proses produksi akan berputar/ dibelanjakan di kilang dimana negara asal. bayangkan jika produksi dilakukan di dalam negeri maka perputaran ekonominya pasti sangat terasa karena akan banyak menyerap tenaga kerja.
@alvinalkarim4061,Kilang dari jaman orde Baru smpe skrng blm bngun lgi.... 😮😮😮😮
@Adhie18Dwipayana,Si goblin juga ngide buat kebijakan bbm lagi😢
@anggasuryaningrat7459,"apa nganggap rakyat indonesia bahlul semua
klo over capacity ngaps impor, klo over ya di ekspor ato dijual harga miring bkn mlah impor"
@channelpakpuh528,dlu jaman jkw katanya dah bgun kilang...masih terngiang2...kata2..hilirisasi ya waktu bgun kilang itu...dan katanya freport 51% saham dah bisa direbut....😂😂😂😂 buktinya dagelan semua..taek ..taek...
@hendraHendra-n3x,"Segera habisin termul, buat runyam"
@Dwtz_tour,😂😂😂 Omon omon Bah
@bagusmuhammadikhsan6187,Fokus pada proses yang mana Bahlul?
@utkstgg6847,Lanjutkan pak purbaya.
@triyani5455,"Org lulusan ITB dan ijasahnya asli nga bisa dikibulin yg mulia Bahlil...ente yg gelar doctor dibatalin harus mikir lawan lulusan ITB ijasah asli😂
Mantapp nih ada pejabat yg berani lawan mafia, smoga aja pak Prabowo Tdk mencopot pak Purbaya, Krn rejim yg sebelumnya kalo ada pejabat yg bersih dan jujur pasti diPHK😂"
@ahmadheryawan5966,Purbaya next presidennnn
@sunrevolver,"Over capacity ini istilah sapu jagad yang kurang lengkap.
Harus ada parameter spesifikasinya dulu baru dari sana ditentukan kapasitas nya.
Bukan kapasitas overall yang termasuk didalamnya spesifikasi yang sudah obsolete"
@novaanggara1878,Bahas juga etano
@dedyrushadmaka5137,Kenapa negara lain membangun kilang minyak dan menguntungkan?
@heriantoto6940,Mantap p@k menkeu..
@kankmanlee,mafia impor migas meninggalkan lane😂
@Suarasaktibaelah,Selama bahlil jd mentri akan semakin terpuruk indonesia
@ramdhanansyari106,"Ngomong salah satu mafia tuh...
Klau bnyak kilang di Indonesia 
Otomatis import pun akan berkurang jatah Meraka pun akan berkurang 😀"
@WorkFromHome-th2eq,Over capacity import nya kali 😅
@blackwindows404,Pak Bahlil banyak dapat amplop dari koruptor 📍#Singapore yang menggagalkan pembangunan kilang kilangmiyak
@bramawiraaringga2989,"Ngapain bangun kilang, import aja terus nanti mafia cukai mafia minyak dll dapet bagian juga ^^"
@Yohanes_69,Nepal kan goblin udah gila over capacity 😂
@Uchil22Official,"Bener"" Koboy pak pur"
@AHMADKELIX,Yang gak pecaya Bahlil itu gak cuman Pak Purbaya saja.😂
@rozioz745,"Produsen&konsumen 
Ya lebih baik produsen"
@Tonikrwag,Miara termul ya gini jadinya 😅
@bangbudy4823,Muaakk banget liat Bahlil
@FilmYoutub-h3n,"Maaf, kalo gw perhatiin , pa purbaya ini lagi main dua kaki , tp gw ga tau tujuannya apa ?
satu kaki dia merasa nyaman n betah di pemerintahan, tapi di kaki yg satu lagi layaknya seorang oposisi ,,"
@predibaribaki7877,Ayo pak prabowo..udah dong...udah jelas tu oknum nya...gassss lah pak presiden...ngapain masih ada dikabinet bapak...
@yuyusyuyus4200,Jangan lupa bangun tambang emas  tiap kota.
@mochammadefrianda6321,Periksa  elit2 pertamina🔥🔥🔥🔥
@direksijunior9137,Ongol ongol jgn di percaya😂😂
@Jakaria-k5n,Kalau dicermati lihat bahlil persis tokoh wayang cepot petruk gareng..
@ilham8571,Thumbnail nya serem yang sebelah kanan
@Alizanoe,BAHLIL AAUDIT...SY YAKIN 100000% TIDAK WAJJAR HARTA NYA
@wahyusumantri2513,Pnya ladang minyak bumi kok import😂
@BustamPanawa,"APA SEBENARNYA ALSAN PAK PRABOWO SEHINGGA TIDAK MEMECAT BAHLIL,MUNGKINKAH KARENA BAHLIL SANGAT DEKAT DENGAN JOKOWI ATAUKAH KARENA BAHLIL ADALAH KETUA PARTAI GOLKAR ATAUKAH PAK PRABOWO MENUNGGU WAKTU YANG TEPAT UNTUK MENGUSIR SEMUA ORANG ORANG YANG DEKAT DENGAN JOKOWI DARI KABINET."
@amirulohamd8499,Maju terus pak purbaya
@pittwidojoyo4138,"Iya percaya, makanya kilangnya hrs dikurangi...🔥😅"
@WelotNdusel,Siapa disini yg mendukung Bahlil di nepalkan..
@hengkirp8825,Pertamax kenapa sering kosong?
@padrisaputra6335,Plaju itu Sumsel 😅
@cehok6077,"di riau 2 kilang woi, kilang sungai pak ning"
@Nozan_not_name,"over-capacity kok import BBM , ttololllm jangan diluar nalar lah"
@niamcreativemedia1817,kilangnya berkurang terus jelas over capacity
@alirosheno9473,"Prabowo main halus dia gak main grasak grusuk nunggu Bahlil blunder fatal dan bukti2nya kuat baru disikat Prabowo contohnya Budi Arie, Immanuel ebenezer, srimul"
@nc7703,"Bahlil bahlil mental pemimpin nya gak ada inisiatif sendiri, pas di tanya ""itu tugas dia kok tugas saya ini"" selesai masalah Kerja formalitas doang"
@cepiristaaqila2777,Pak Prabowo masih tutup mata atou takut sama menterinya satu ini. Udah jelas dia ( Bahlil ) itu kaga bisa kerja. Apa ini pengalihan isu soal UUD perampasan aset.
@RojoRatu,😂 tambang bbm SERAHKAN KE MALAYSIA saja .. NEGARA DAPAT UNTUNG .. BBM MURAH .. rakyat ndak jadi korban oplos
@kancheol-j6v,elu bilang overcapacity biar bisa kongkalikong sama singapur kan. PENGHIANAT NEGARA
@RekKecil,"Bahlull,,,stop monopoli  energi minyak,,,"
@ArnilTola-qy7iw,Kapan ya Sibahlil ini di ganti
@rick_ada,Kami warga +62 nusantara bersma p purbaya..... Klo bpk disenggol dikit sja.... Kami siap     membela bapak... Maju terus pak purbaya.... Biarkan sja para  kamprett korup akhirnya kelimpungan.....
@whinnc,"ga cm pak purbaya aja, saya jg ga percaya"
@budweiser-k7u,Sy dukung Purbaya...
@Player30003,"Jangan berharap indonesia maju ato indonesia emas, kalau pola fikir mentri ato pejabatnya seperti bahlul, di otaknya yg penting cuan buat negara dan yang paling penting ada japren nya"
@xxx-zp9kf,supaya bisa impor supayaaa .......
@andriedasilva,Goblin meresahkan
@icanksamarinda5004,Katax sdh d perbesar kilang  BPP dll
@Mukaram-z3s,"Bahlul perlu di ganti, cari org yg sama misi dgn pak Menkeu."
@IntanTitisari,"Over capacity kok impor, bahlul tenang MINERBA kita 😢"
@IsmailArt,#prabowo tolong si Bahlil pecat
@muhikhsan2567,Klo masih susah jangan gengsi satt.. Kok masih impor klo overcapacity?? 😅😅
@sofimaulanapkl3629,Purbaya kalo ngomong pake logika yang mudah dipahami mayoritas  rakyat indonesia yang bodoh seperti saya
@hartinihadisoetjipto3759,Iku alasan pak jgn percaya
@cekgumesin5232,"Ganti saja semua derut BUMN yang malas Bapak, ganti dengan generasi muda yang cerdas dan ingin membangun Indonesia"
@alvinlioe5656,Ketahuan mana yang kerja..mana yang engga..soal ny ad yg minta saran..😂
@MUSICDREAMLAB,"cara menghancurkan mafia minyak yaitu mobil listrik, makanya pernah ada mobil listrik dari indonesia sekarang hilang di telan bumi"
@everythingisoke1824,"Netizen jadi mentri, menyala menkeu"
@watemanretno7976,"Gw rasa orang goblok jg tau kalo over itu lebih,,, ditangan mafia jadi kurang😅impor deh"
@taufikpagar6352,Kilang rajin korupsi pertamina pak Purbaya.
@abs11family,Tuyul Afrika pengrusak konoha...
@ekayonosuwito3298,"Koruptor pintar, tidak bahlul."
@zein0Lan,"Over capacity tp impor ny kenceng🤭
Sesama mafia ya saling melindungi, kan enak tu dpt duit gede cuma makelaran🤫"
@indrasugianto4461,mending bikin baru demi masa depan ..🫵biaya   yg gak  mahal di indonesia Paa sech pak boss‼️masalahnya mau kerj gak
@darmansyah7595,Lanjutkan pak pur...kami bersama mu
@potiwolo9738,Menunggu Bahlil di pecat
@Omodong-dn2pv,mantap pa purbaya
@antiquet,Menkeu & Ballhlil harunya kerja sama dong untuk kemajuan perekonomian indonesia. Khussunya untuk kilng minyak. Jwbn Bahlil sy rltidak mau dengar perkataan  dn kritikan Menkeu purabaya. Bahlil Agak aneh menurut saya
@MR-ik5eh,Gaspoolll pak Purbaya
@beardeddog8215,"Purbaya tipikal orang teknik, kalau datanya ga sesuai pasti dia cek. Hei Bahlil, kedepan kalau purbaya misal ngecek dan data nya valid, Lo mau bilang apa? Di mata presiden justru si purbaya yang lebih kuat karena datanya ada. Walau Lo ketum Golkar, masyarakat bisa menilai siapa yang bisa kerja. Hanya waktu yang bisa menjawab siapa yang layak jadi pemangku jabatan"
@hamzarifaldi8826,Pak purbaya VS kebathilan
@elechoschannel6048,Di negara ini anehhh...semua yg hrusnya mudah malah dipersulit sendiri...pdahal aturan yg buat ya mereka sendiri...klw mikir simpel nya kan...studi dlu...dicek lapangan...dikomunikasikan...dicari solusi...klw mau niat pasti ktemu...lalu diaplikasikan di lapangan...misal ud ktemu kasusnya okkk nambah bangun kilang...ya ud tinggal bangun...klw msalah dana saya rasa negara ini gk miskin...pasti ad dan bisa...yg mbuat ruwet tu ya pejabat nya sendiri...ud ad kputusan lalu di olor2...alasan ini itu...intinya mreka2 gk mau klw gk untung kantong nya...mreka gk mau ribet...emg bner...yg gk mau negara ini maju y pejabat nya...trlalu kaya negeri ini...makanya mreka ke enakan menikmati keuntungan sendiri...dan budaya kyk gni bertahun2 ud menular ke bawahan nya...ud tau trik nya...mengakar...ibarat penyakit tu menular...
@daduy-w4h,"Kenapa bahlil gk dipecat aja sih?? 
Pak prabowo gk berani kah?? 
Biar rakyat yg nurunin manusia kaya gitu...suka memamerkan ke dunguan nya."
@ToroAthalla,Takut ketauan bermain😂
@apriyansyah577,Sibahlil Pecat Tuh 😂😂
@bangzul6771,TENANG PAK MENKEU KAMI DI BELAKANG BAPAK😅🔥
@SKRGamingChannel,"3:14 salah, tugas anda itu memastikan klo rakyat harus selalu kesusahan."
@chongsholeh,saya salut sama menkeu
@satriajaya-o6s,Prabowo kenapa GK pecat Bahlil
